institucion,nivel,tipo_gestion,calle_sede,altura_sede,telefono_sede,nombre_carrera,titulo_intermedio,nombre_titulo_intermedio,extension_años,modalidad,area_de_interes,subcategoria,pasantias,inicio_carrera,mail,pagina_web,instagram,facebook
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462462525,TECNICATURA EN DIRECCIÓN DE EQUIPOS DE VENTA,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,"TECNICATURA EN DIRECCIÓN EN PROTOCOLO, ORGANIZACIÓN DE EVENTOS Y RELACIONES PÚBLICAS",,,2.5,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462462525,TECNICATURA EN DISEÑO Y ANIMACIÓN DIGITAL,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño",Proyectual: arquitectura y diseño,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA  EN GESTIÓN ADMINISTRATIVA DE SERVICIOS DE SALUD,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN GESTIÓN CONTABLE E IMPOSITIVA,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN GESTIÓN DE EMPRESAS FAMILIARES,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA  EN GESTIÓN DE MODA,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño",Proyectual: arquitectura y diseño,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN GESTIÓN DE RECURSOS TURÍSTICOS,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA  EN GESTIÓN DEL CLIMA EN LAS ORGANIZACIONES,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA  EN GESTIÓN Y AUDITORÍAS AMBIENTALES,,,2.5,Virtual,Ciencias biológicas y de la salud,Ecología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN GESTIÓN Y RESPONSABILIDAD SOCIAL,,,2.5,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA  EN HIDROCARBUROS Y GEOCIENCIA,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN HIGIENE Y SEGURIDAD LABORAL,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN TERAPIA OCUPACIONAL,,,4,Virtual,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN ORTESIS Y PRÓTESIS,Sí,TECNICO/A UNIVERSITARIO/A EN ORTESIS Y PRÓTESIS,4,Mixta,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,TECNICATURA UNIVERSITARIA EN YOGA Y SALUD INTEGRAL,,,3,Mixta,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,TECNICATURA UNIVERSITARIA EN ACOMPAÑAMIENTO TERAPÉUTICO EN SALUD MENTAL Y ADICCIONES,,,2.5,Mixta,Ciencias biológicas y de la salud,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,TECNICATURA UNIVERSITARIA EN SEGURIDAD PÚBLICA Y CIUDADANA,,,2.5,Virtual,Ciencias sociales y humanas,Defensa y seguridad,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,TECNICATURA UNIVERSITARIA EN CIBERSEGURIDAD,,,2.5,Virtual,,,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN INVESTIGACIÓN EN  LA ESCENA DEL CRIMEN,,,2.5,Virtual,Ciencias sociales y humanas,Defensa y seguridad,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA  EN MARKETING  Y PUBLICIDAD DIGITAL,,,2.5,Virtual,Ciencias sociales y humanas,Comunicación,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,lasiglo21enadotuerto,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA EN RELACIONES LABORALES,,,2.5,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,TECNICATURA UNIVERSITARIA EN GESTIÓN DE LA EDUCACIÓN,,,3,Virtual,,,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA UNIVERSITARIA EN DISEÑO Y DESARROLLO DE VIDEOJUEGOS,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño",Proyectual: arquitectura y diseño,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA UNIVERSITARIA EN REDES INFORMÁTICAS Y TELECOMUNICACIONES,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,TECNICATURA UNIVERSITARIA EN CIENCIAS DE DATOS,,,3,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
SIGLO 21 (Universidad Siglo 21),Terciario,Privada,Maipú,1102,3462531039,TECNICATURA UNIVERSITARIA EN PROMOCIÓN COMUNITARIA EN NIÑEZ Y ADOLESCENCIA,,,2.5,Virtual,Ciencias sociales y humanas,Social,,,,www.inscribite.21.edu.ar/cau-venado-tuerto,siglo21.fundoc,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,PROFESORADO DE EDUCACIÓN SECUNDARIA. MODALIDAD TÉCNICO PROFESIONAL,,,4,Virtual,,,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),,Privada,Belgrano,202,3462462525,PROFESORADO UNIVERSITARIO,,,1.5,Virtual,Ciencias sociales y humanas,Educación,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN PODOLOGÍA,Sí,TECNICATURA UNIVERSITARIA EN PODOLOGÍA,4,Presencial,Ciencias sociales y humanas,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UGR (Universidad del Gran Rosario),Universitario,Privada,Belgrano,202,3462462525,LICENCIATURA EN PODOLOGÍA,Sí,TECNICATURA UNIVERSITARIA EN PODOLOGÍA,4,Mixta,Ciencias sociales y humanas,Salud,,,infovt@ugr.edu.ar,www.ugr.edu.ar,ugranrosario,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN ANIMACIÓN Y ARTE DIGITAL,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN SISTEMAS DE INFORMACIÓN,,,5,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN GESTIÓN AMBIENTAL,,,4,Virtual,Ciencias biológicas y de la salud,Ecología,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN HIGIENE Y SEGURIDAD LABORAL,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,ARQUITECTURA,,,5,Virtual,"Ciencias exactas, tecnológicas y diseño",Proyectual: arquitectura y diseño,,,venadotuerto@respascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN DISEÑO GRÁFICO,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Proyectual: arquitectura y diseño,,,venadotuerto@respascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,CONTADOR PÚBLICO,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN ADMINISTRACIÓN,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN GESTIÓN DE RECURSOS HUMANOS,,,4,Virtual,Ciencias sociales y humanas,Social,,,venadotuerto@respascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN MARKETING,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN NEGOCIOS DIGITALES,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN OPERACIONES Y LOGÍSTICA,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,ABOGACÍA,,,5,Virtual,Ciencias sociales y humanas,Jurídicas,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN SEGURIDAD,,,4,Virtual,Ciencias sociales y humanas,Defensa y seguridad,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN COMUNICACIÓN AUDIOVISUAL,,,4.5,Virtual,Ciencias sociales y humanas,Comunicación,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN COMUNICACIÓN INSTITUCIONAL,,,4.5,Virtual,Ciencias sociales y humanas,Comunicación,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN PERIODISMO Y NUEVOS MEDIOS,,,4.5,Virtual,Ciencias sociales y humanas,Comunicación,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN PUBLICIDAD,,,4,Virtual,Ciencias sociales y humanas,Comunicación,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN RELACIONES PÚBLICAS,,,4,Virtual,Ciencias sociales y humanas,Social,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,INGENIERÍA EN TELECOMUNICACIONES,,,5,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,INGENIERÍA INFORMÁTICA,,,5,Virtual,"Ciencias exactas, tecnológicas y diseño",Tecnología,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,LICENCIATURA EN TURISMO,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,TECNICATURA EN GESTIÓN BANCARIA,,,3,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,TECNICATURA EN GESTIÓN DE EMPRESAS AGROPECUARIAS,,,2,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,TECNICATURA EN GESTIÓN DE PYME,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,CONTADOR PÚBLICO,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN RELACIONES INTERNACIONALES,,,4,Virtual,Ciencias sociales y humanas,Social,,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN TURISMO,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,TECNICATURA EN GESTIÓN DE SOCIEDADES COOPERATIVAS,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,ABOGACÍA,,,5,Virtual,Ciencias sociales y humanas,Jurídicas,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UBP (Universidad Blas Pascal),Universitario,Privada,Lisandro de La Torre,895,3462436136,"MARTILLERO, CORREDOR PÚBLICO Y CORREDOR INMOBILIARIO",,,2.5,Virtual,Ciencias sociales y humanas,Jurídicas,,,venadotuerto@redpascal.com.ar,,ubpvenadotuerto_,
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,ESCRIBANÍA,,,4,Virtual,Ciencias sociales y humanas,Jurídicas,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN ADMINISTRACIÓN AGROPECUARIA,Sí,Tecnicatura en Administración Agropecuaria,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UCASAL (Universidad Católica de Salta),Universitario,Privada,"Casey, Avenida (Par)",790,3462415158,LICENCIATURA EN COMERCIO INTERNACIONAL,Sí,Analista en Comercio Internacional,4,Virtual,Ciencias sociales y humanas,Administración y organización,No rentada,2021,venadotuerto@ucasal.edu.ar,www.ucasal.edu.ar,ucasalvenadotuerto,Ucasal Venado Tuerto
UNR (Universidad Nacional de Rosario),Universitario,,"Santa Fe, Avda. (Impar)",1859,3462461123,CONTADOR PÚBLICO,Sí,Bachiller Universitario con Mención,5,Presencial,Ciencias sociales y humanas,Administración y organización,,2001,adm@accuvt.com.ar,www.accuvt.com.ar,,
UTN (Universidad Tecnológica Nacional),Universitario,Pública,Laprida (Impar),651,3462425534,INGENIERÍA CIVIL,,,5.5,Presencial,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,1995,sae@frvt.utn.edu.ar,www.frvt.utn.edu.ar,utnvenadotuerto,
UTN (Universidad Tecnológica Nacional),Universitario,Pública,Laprida (Impar),651,3462425534,INGENIERÍA ELECTROMECÁNICA,Sí,Asistente Electromecánico,5,Presencial,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,1979,sae@frvt.utn.edu.ar,www.frvt.utn.edu.ar,,
UTN (Universidad Tecnológica Nacional),Universitario,Pública,Laprida (Impar),651,3462425534,SISTEMAS DE INFORMACIÓN,Sí,Programador/a - Analista Desarrolador Universitario de Sistemas de Información,5,Presencial,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,2023,sae@frvt.utn.edu.ar,www.frvt.utn.edu.ar,,
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN PSICOPEDAGOGÍA,,,4,Virtual,Ciencias biológicas y de la salud,Salud,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,CONTADOR PÚBLICO,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN ADMIISTRACIÓN,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN ADMINISTRACIÓN HOTELERA,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN COMERCIALIZACIÓN,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN COMERCIO INTERNACIONAL,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN RELACIONES LABORALES,,,4,Virtual,Ciencias sociales y humanas,Social,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN TURISMO,,,4,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,ABOGACIA,,,4,Virtual,Ciencias sociales y humanas,Jurídicas,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN CIENCIAS SOCIALES,,,4,Virtual,Ciencias sociales y humanas,Social,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN DISEÑO GRÁFICO,,,4,Virtual,"Ciencias exactas, tecnológicas y diseño",Proyectual: arquitectura y diseño,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN PERIODISMO Y COMUNICACIONES,,,4,Virtual,Ciencias sociales y humanas,Comunicación,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,venado.tuerto2_pk@kennedy.edu.ar
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN PUBLICIDAD,,,4,Virtual,Ciencias sociales y humanas,Comunicación,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN RELACIONES PÚBLICAS,,,4,Virtual,Ciencias sociales y humanas,Social,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Universitario,Privada,Iturraspe,468,3462537112,LICENCIATURA EN TRABAJO SOCIAL,,,4,Virtual,Ciencias sociales y humanas,Social,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN COMERCIALIZACIÓN,,,3,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN GESTION DE OPERACIONES LOGÍSTICAS,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN MARTILLERO PÚBLICO Y CORREDOR,,,2.5,Virtual,Ciencias sociales y humanas,Jurídicas,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN SEGURIDAD E HIGIENE EN EL TRABAJO,,,2.5,Virtual,"Ciencias exactas, tecnológicas y diseño","Tecnología: ingeniería, agrarias, informática",,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN SEGURIDAD EMPRESARIAL,,,2.5,Virtual,Ciencias sociales y humanas,Defensa y seguridad,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
PUNTO KENEDDY VENADO TUERTO - (Universidad Kennedy),Terciario,Privada,Iturraspe,468,3462537112,TECNICATURA UNIVERSITARIA EN SEGUROS,,,2.5,Virtual,Ciencias sociales y humanas,Administración y organización,,,venado.tuerto2_pk@kennedy.edu.ar,www.kennedy.edu.ar,universidadkennedyvenadotuerto,Universidad Kennedy Venado Tuerto
